id|naam|bevoegdeAuthoriteit
557|Voorrangskaart NMBS voor een zitplaats op de trein|
558|Verhoogde tegemoetkoming voor gezondheidszorgen|
559|Verwarmingstoelage via het Sociaal Verwarmingsfonds|
560|Vrijstelling van draagplicht van de veiligheidsgordel |
561|Onkostenvergoeding voor vrijwilligerswerk|
562|Tijdelijke inschrijving bij het ziekenfonds voor wie verblijft in België|
563|"Zorgforfait voor chronisch zieken	"|
564|Burenbemiddeling|
565|Gratis energiescan|
566|Gezinsvakantie|
567|Advies om de toegankelijkheid van een woning voor ouderen te verbeteren|
568|Sociale samenhang - Buurthuis |
569|Ontlenen van taalstimulerend materiaal bij de Taal-o-theek|
570|Dringend ziekenvervoer|
571|Financiële tegemoetkoming voor incontinentiemateriaal|
572|Gemeentelijke tussenkomst bij de aankoop van een Buzzy Pazz bij De Lijn|
573|Gemeentelijke aanpassingspremie voor personen met een handicap|
574|Boodschappendienst met dienstencheques|
575|Hulp bij verplaatsing met dienstencheques |
576|Europees rijbewijs|
577|Aangifte van een adreswijziging bij uw stad of gemeente|
578|Een stookolietank buiten gebruik stellen|
579|Zorgwonen|
580|Huur van een sociale woning bij het Vlaams Woningfonds|
581|Sociale lening bij een erkende kredietmaatschappij|
582|Premies voor sociale isolatieprojecten voor huurwoningen|
583|E-peilpremie voor energiezuinige nieuwbouw|
584|Uittreksel uit het strafregister|
585|Combinatiepremie voor gelijktijdige investering in raamvervanging en muurisolatie|
586|Machtiging tot het uitoefenen van ambulante activiteiten (leurkaart)|
587|Subsidie voor de huur van niet-gemeentelijke sportzalen|
588|Subsidie voor de (her)aanleg van sportvelden of het (ver)bouwen van sportinfrastructuur|
589|Sportkamp|
590|Subsidie voor meer en betere sportgekwalificeerde jeugdsportwerkers|
591|Een speelstraat organiseren|
592|Kampvervoer voor jeugdverenigingen|
593|Belgisch paspoort|
594|Huurgarantiefonds voor verhuurders|
595|Subsidie voor bewoonde zwaluwnesten|
596|Subsidie voor een compostvat, compostbak of wormenbak|
597|Subsidie voor de aanleg en het beheer van kleine landschapselementen|
598|Signalisatievergunning|
599|Advies van de Lokale Adviescommissie (LAC) over afsluiting of heraansluiting van elektriciteit, aardgas of water|
600|Vlaamse Kredietbemiddelaar|
601|Premie voor buitensporige directe kost bij verplicht archeologisch onderzoek|
602|Beroepskaart voor vreemdelingen|
603|Starteo, een voordelige lening voor startende zelfstandigen en kleine ondernemingen|
604|Business Angels+lening (BA+lening)|
605|Startlening+ |
606|Optimeo, een voordelige lening voor zelfstandigen en kleine ondernemingen die hun zaak willen uitbreiden|
607|Getuigschrift van vakbekwaam slachten|
608|Vergunning voor commercieel vervoer van dieren|
609|Keuring vervoermiddel bij commercieel vervoer van dieren|
610|Getuigschrift van vakbekwaamheid bij commercieel vervoer van dieren|
611|Erkenning als dierentuin|
612|Erkenning als hondenkwekerij, kattenkwekerij, dierenasiel, dierenpension of handelszaak voor dieren|
613|Erkenning als proefdierlabo of als fokker van proefdieren|
614|Melden van verwaarloosde of mishandelde dieren|
615|Hondenpaspoort en registratiebewijs voor een hond|
616|Vergunning voor het plaatsen van een strandcabine|
617|Advies over brandpreventie in uw woning|
618|Gratis internet in de bibliotheek|
619|Aangifte van een verhuis naar het buitenland|
620|Aanvraag van een stage |
621|Huren van een parkeerplaats op een binnenkoer|
622|Gratis optreden op uw buurtfeest|
623|Subsidie voor het organiseren van een buurtfeest|
624|Projectsubsidie voor een duurzaam artistiek initiatief|
625|Projectsubsidie voor jongeren |
626|Aanvraag voor het plaatsen van een tijdelijke fietsenstalling|
627|Aanvraag voor het plaatsen van een permanente fietsenstalling|
628|Fietsregistratie op een evenement|
629|Belasting op vaste reclame zichtbaar van op de openbare weg|
630|Beerputten ruimen|
631|Premie voor klein comfort in uw woning|
632|Aankopen van kippen |
633|Belasting op het aansluiten op de openbare riolering|
634|Beveiligingsadvies van woningen|
635|Subsidie voor preventieprojecten in scholen|
636|Labelen van fietsen|
637|Premie voor de aanleg van een voetpad op het openbaar domein|
638|Premie voor een rookmelder|
639|Premie voor binneninrichting van winkels|
640|Gevelrenovatiepremie|
641|Huisnummer|
642|Subsidie voor het organiseren van lokale economische initiatieven|
643|Vergunning voor het laden en lossen|
644|Belasting op het geven van een filmvoorstelling|
645|Belasting op het verstrekken van logies|
646|Huisnummerplaatje|
647|Stage- en leerwerkplaatsen bij de Vlaamse overheid|
648|Een diploma secundair onderwijs behalen|
649|Een getuigschrift basisonderwijs behalen |
650|Energielening|
651|Belastingvermindering voor de enige en eigen woning (woonbonus)|
652|Vergunning beenhouwer-spekslager|
653|Machtiging tot het uitoefenen van kermisactiviteiten|
654|Gratis IE-scan|
655|Advies voor ondernemers over aangewezen financieringsmix - Finmix|
656|Trajectbegeleiding innovatieve start-ups en scale-ups|
657|Ongeschikt of onbewoonbaar verklaren van een woning|
658|Inclusief Onderwijs (ION-begeleiding)|
659|Werkloosheidsuitkering|
660|Toeslag bij de kinderbijslag voor eenoudergezinnen|
661|Toeslag op de kinderbijslag voor kinderen met een handicap|
662|Inschakelingsuitkering voor werkzoekende schoolverlaters|
663|Stemmen met een volmacht|
664|Ouderschapsverlof |
665|Auteursrecht|
666|Examens ondernemersvaardigheden bij de Centrale Examencommissie|
667|Octrooi of patent|
668|Vermindering erfbelasting bij overdracht van familiale ondernemingen en vennootschappen|
669|Erasmus voor jonge ondernemers|
670|Vrijstelling van schenkbelasting voor de overdracht van familiale ondernemingen en vennootschappen|
671|Vrijstelling van erfbelasting voor de wettelijke terugkeer van schenkingen|
672|Stedenbouwkundig uittreksel|
673|Bijstand van een tolk voor dove of slechthorende werknemers, zelfstandigen en werkzoekenden met een arbeidshandicap|
674|Tegemoetkoming voor arbeidsgereedschap, -kleding en arbeidspostaanpassingen|
675|Belastingvermindering voor beveiligen van woningen|
676|Cambio-voordeel bij jaarbonnement van De Lijn|
677|Melden van gezondheidsproblemen bij honden na aankoop|
678|Vrijstelling van de belasting op inverkeerstelling (BIV) en de verkeersbelasting (VKB) voor personen met een handicap|
679|Erkenning voor het houden van een zoogdier dat niet op de positieve lijst staat|
680|Vrijstelling van bepaalde werkloosheidsverplichtingen bij volgen van opleiding die voorbereidt op zelfstandig beroep|
681|Vergunning voor een collecte|
682|Toelating tot crematie|
683|Kinderopvangtoeslag voor alleenstaande werkzoekenden die weer aan de slag gaan|
684|Kmo-cofinanciering|
685|Ecocheques|
686|Taxshelter voor startende ondernemingen|
687|Krediet voor onderzoekers voor een lang verblijf in het buitenland|
688|Krediet voor onderzoekers voor deelname aan een workshop of een cursus in het buitenland|
689|Krediet voor een kort verblijf in het buitenland|
690|Krediet voor deelname van onderzoekers aan congres in buitenland|
691|Verplichte energieaudit voor grote ondernemingen|
692|Erkenning als toeristisch centrum|
693|Startbonus|
694|Federale uitkering voor tijdskrediet|
695|Federale uitkering voor ouderschapsverlof, verlof voor medische bijstand of palliatief verlof|
696|Innovatiepremie voor creatieve werknemers|
697|Korting op treinticket voor werkzoekenden die op sollicitatiegesprek gaan|
698|Melding van tijdelijke afwezigheid|
699|Premie voor een hakselaar|
700|Vaste standplaats op de wekelijkse markt|
701|Niet-productieve investeringssteun land- en tuinbouwers|
702|Vergoedingen van netbeheerders bij laattijdige (her)aansluiting en stroomonderbreking|
703|Premie voor een nieuw zero-emissie-voertuig|
704|Vestigingsvergunning voor een nachtwinkel|
705|Aangifte afwijking op de wekelijkse rustdag|
706|Vergunning voor tijdelijke bewegwijzering van een manifestatie|
707|Permanente bewegwijzering van een onderneming|
708|Rattenvergif|
709|Antireclamesticker|
710|Sociaal tarief voor water|
711|Aanvraag tijdelijk parkeerverbod|
712|Aanpassingen aan het openbaar domein|
713|Inname openbaar domein|
714|Belasting op economische bedrijvigheid|
715|Activeringsheffing op onbebouwde gronden|
716|Gedeeld verblijf|
717|Premie voor de installateur die een roetfilter plaatst|
718|Aanvraag van de vrijstelling van de kilometerheffing in Vlaanderen|
719|Kilometerheffing voor vrachtwagens|
720|Premie van de netbeheerder voor na-isolatie van een buitenmuur langs de binnenzijde|
721|Premie voor het plaatsen van een infiltratievoorziening|
722|Aankoop van een compostbak of compostvat|
723|Inleveren PMD afval|
724|Inleveren papier en karton|
725|Snoeihout verhakselen|
726|Inleveren snoeihout|
727|Inleveren kerstboom|
728|Composteerbare zakken|
729|Belasting op het huis-aan-huis verspreiden van ongeadresseerd reclamedrukwerk|
730|Omgevingsvergunning|
731|Vrijstelling van doorstorting van bedrijfsvoorheffing bij investering in steunzones|
732|Machtiging voor standplaats op kermis|
733|Eretitel voor uitvoerende mandatarissen en raadsleden|
734|Ereteken voor lokale en provinciale mandatarissen en personeel|
735|Subsidie teelt van vezelvlas met verminderde bemesting|
736|Subsidie teelt van vezelhennep met verminderde bemesting|
737|Tegemoetkoming in de kosten woon-werkverkeer voor personen met een handicap|
738|Verplaatsingsvergoeding voor werkzoekenden die een erkende opleiding volgen|
739|Verblijfsvergoeding bij opleiding VDAB|
740|Vermindering van de onroerende voorheffing voor ingrijpende energetische renovatie|
741|Toegang tot de LEZ in Antwerpen|
742|Burenpremie voor collectieve renovatieprojecten|
743|Totaalrenovatiebonus van de netbeheerder (BENO-pass)|
744|Bevolkingsonderzoek dikkedarmkanker|
745|Bevolkingsonderzoek baarmoederhalskanker|
746|Professionele erkenning van een buitenlands lerarendiploma in Vlaanderen|
747|Instaptoets lerarenopleiding|
748|Beroepsinlevingsstage (BIS)|
749|Aanmelding en erkenning van een toeristisch logies|
750|Toegang tot de LEZ in Brussel|
751|Persoonlijk assistentiebudget voor personen met een handicap (PAB)|
752|Rechtstreeks toegankelijke hulp (RTH) voor personen met een handicap|
753|BE-Alert waarschuwingssysteem bij noodsituaties|
754|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|
755|Bijkomende sluitingspremie|
756|Afzonderlijke sluitingspremie |
757|Sportmateriaal lenen|
758|Bekers en medailles aanvragen voor een sportevenement|
759|Een jachtplan bekijken of aanpassen|
760|Ondersteuning voor leerlingen met specifieke onderwijsbehoeften|
761|Herbruikbare bekers ontlenen|
762|Niet-dringende interventies van de brandweer bij extreem weer|
763|Erkenning als EPB-verslaggever|
764|Vrijstelling van de jaarlijkse verkeersbelasting en de BIV voor milieuvriendelijke voertuigen|
765|Gelijkwaardigheidserkenning van een buitenlands diploma of getuigschrift in Vlaanderen|
766|Verlaagde schenkbelasting voor een energetische renovatie van een gebouw|
767|Bewegen op verwijzing|
768|City Pass|
769|Voorleessoftware voor leerlingen met een leesbeperking|
770|Europese handicapkaart of European Disability Card (EDC)|
771|Passende beoordeling|
772|Gratis verzekering voor vrijwilligers|
773|Aanpassing van de geslachtsregistratie|
774|Het Groeipakket|
775|De voortoets|
776|Erkenning als airco-energiedeskundige|
777|Jaarlijkse aangifte van waterverbruik (grootverbruikers)|
778|Energetische keuring van airconditioningsystemen|
779|Rookstopbegeleiding|
780|Ventilatiesysteem aanmelden voor de totaalrenovatiebonus (BENO-pass)|
781|CurieuzeNeuzen Vlaanderen (onderzoek luchtkwaliteit)|
782|Erkenning als technicus voor klimaatregelingsapparatuur in bepaalde motorvoertuigen|
783|Wijk-werken|
784|Attest van wettelijke samenwoning|
785|Vergoeding voor schade door slechte staat van de weg of door wegenwerken|
786|Attest van verblijfplaats met het oog op een huwelijk|
787|Overheidsopdrachten voor werken|
788|Overheidsopdrachten voor leveringen|
789|Overheidsopdrachten voor diensten|
790|Attest van wijze van teraardebestelling en/of rituelen|
791|Attest van Belgische kiezer|
792|Akte van prenatale erkenning|
793|Akte van erkenning|
794|Opleidingsdatabank opleidingsverlof WSE|
795|Uittreksel uit het bevolkingsregister|
796|Akte van adoptie|
797|Akte van verklaring van naamskeuze|
798|Akte van naamsverandering|
799|Akte van voornaamsverandering|
800|Akte van aanpassing van de registratie van het geslacht|
801|Akte van betwisting vaderschap|
802|Akte van Belgische nationaliteit|
803|Akte van een levenloos kind|
804|Vakantie voor oudere werknemers die het werk hervatten - seniorvakantie|
805|Kinderbijslag tot 18 jaar|
806|Reisdocument voor staatlozen, vluchtelingen en vreemdelingen|
807|Jaarlijkse verkeersbelasting voor oldtimers |
808|Verkooprecht sinds 1 juni 2018|
809|Erkenning als metaaldetectorist|
810|Erkenning als archeoloog|
811|Ontheffing van het ontbossingsverbod|
812|Vakantieschakel|
813|Belasting op de inverkeerstelling (BIV) voor oldtimers |
814|Onbelast bijverdienen|
815|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|
816|Mobiliteitsvergoeding (cash for car)|
817|Mobiliteitsbudget|
818|Praktisch jachtexamen|
819|Theoretisch jachtexamen|
820|Subsidie voor een volkstuin 2018|
821|Generieke terugmelding|
822|Kadastraal uittreksel|
823|De sociale toeslag (Groeipakket)|
824|De zorgtoeslagen (groeipakket)|
825|De kinderopvangtoeslag (Groeipakket)|
826|De kleutertoeslag (Groeipakket)|
827|De schooltoeslag vanaf schooljaar 2019-2020 (Groeipakket)|
828|Startbedrag (Groeipakket)|
829|Basisbedrag (Groeipakket)|
830|Schoolbonus (Groeipakket)|
831|Veranderen van voornaam|
832|Student-zelfstandige|
833|Maaltijdcheques|
834|Bewijs van beroepsbekwaamheid voor gereglementeerde beroepen|
835|MuseumPASSmusées|
836|Mijn Burgerprofiel|
837|Vrijstelling doorstorting bedrijfsvoorheffing voor onderzoekers|
838|Erkenning van technici voor elektrische schakelinrichtingen|
839|Verlaagde schenkbelasting voor een gebouw met conformiteitsattest dat verhuurd wordt|
840|Schadevergoeding van het Vlaams Rampenfonds|
841|Pleegzorgtoeslag (Groeipakket)|
842|Wezentoeslag (Groeipakket)|
843|Aanloopsteun voor de ontwikkeling van kleine landbouwbedrijven|
844|Huurwaarborglening van het Vlaams Woningfonds|
845|Premie van de netbeheerder voor een warmtepompboiler|
846|Vrijstelling van de onroerende voorheffing na verbouwing van een hand|
847|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een ongeschikte of onbewoonbare woning |
848|Vrijstelling van de onroerende voorheffing na sloop en vervanging van een leegstaande of verwaarloosde bedrijfsruimte|
849|Gedeeltelijke vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een kernwinkelgebied |
850|Vrijstelling van de onroerende voorheffing na verbouwing van een handelspand in een winkelarm gebied |
851|Sloop- en heropbouwpremie|
852|Toelating om in een maatwerkplaats te werken|
853|Subsidie voor ontwikkelingssamenwerking|
854|Juridische hulp|
855|Tijdelijke opvang in een centrum voor kortverblijf|
856|Naschoolse sportactiviteit|
857|Gemeentelijke subsidie voor jeugdprojecten|
858|Werkingssubsidie voor sociaal-culturele verenigingen|
859|Ondersteuning via opvoedingswinkels|
860|Loopbaanbegeleiding|
861|Subsidies voor projecten in de cultureel-erfgoedsector|
862|Erkenning als natuurreservaat|
863|Erkenning en subsidiëring van de dagcentra voor palliatieve zorg|
864|Erkenning en subsidiëring van de dagverzorgingscentra voor ouderen|
865|Erkenning en subsidiëring van de centra voor kortverblijf voor ouderen|
866|Erkenning en subsidiëring van de sector samenlevingsopbouw|
867|Erkenning en subsidiëring van de samenwerkingsinitiatieven eerstelijnsgezondheidszorg (SEL)|
868|Subsidies voor internationale topsportevenementen|
869|Erkenning en subsidiëring van Toerisme voor Allen-verblijven|
870|Erkenning en subsidiëring van de woonzorgcentra en rust- en verzorgingstehuizen.|
871|Erkenning en subsidiëring van serviceflats voor ouderen|
872|Subsidie voor circuskunsten|
873|Vlaamse aanpassingspremie|
874|Subsidies voor een jeugdverblijfcentrum en hostel|
875|Gezinszorg|
876|Onderhoudspremie en beheerspremie voor varend erfgoed|
877|Woonkrediet van het Vlaams Woningfonds|
878|Outplacement voor werknemers|
879|Schadevergoeding bij een landbouwramp|
880|Stagebonus |
881|Vlaamse doelgroepvermindering voor jongeren|
882|Vlaamse doelgroepvermindering voor oudere werknemers|
883|Erfgoedpremie beschermde monumenten en landschappen - bijzondere procedure|
884|Subsidie voor een diversiteitsplan|
885|Subsidie aan havenbedrijven voor bepaalde havenkapiteinsdiensten|
886|Start- en investeringssteun visserij- en aquacultuursector|
887|De Lijn - Buzzy Pazz of Omnipas bij inleveren nummerplaat|
888|Vlaams innovatienetwerk (VIN)|
889|KidsInvest|
890|Projectgebonden subsidies of medefinanciering aan havenbedrijven|
891|Medefinanciering instandhouding en onderhoud maritieme toegangswegen|
892|Kwaliteitsmerk voor autosnelwegparkings in Vlaanderen|
893|Seed & Early Stage|
894|Archief - Voordelige lening voor innoverende onderneming (Innovatiemezzanine)|
895|Erkenning classificeerders voor de indeling van geslachte runderen|
896|Erkenning classificeerders voor de indeling van geslachte varkens|
897|Archief - Erkenning toezichthouders op de indeling van geslachte runderen en varkens|
898|Erkenning gespecialiseerd pluimveebedrijf|
899|Kwaliteitscontrole en herkomstcontrole bosbouwkundig teeltmateriaal|
900|Kwaliteitscontrole en certificering aardappelpootgoed|
901|Subsidie schoolmelk|
902|Erkenning operator van aardappelpootgoed|
903|Erkenning leverancier van bosbouwkundig teeltmateriaal|
904|Erkenning loontrieerder van zaaizaden |
905|Erkenning operator actief in de sector zaaizaad (productie en handel)|
906|Erkenning operator van teeltmateriaal fruit-, groente- en siergewassen|
907|Kwaliteitscontrole en certificering fruitgewassen|
908|Kwaliteitscontrole en certificering zaaizaden|
909|Kwaliteitscontrole groentegewassen|
910|Kwaliteitscontrole siergewassen|
911|Erkenning hopbereider|
912|Kwaliteitscontrole en certificering hop|
913|Erkenning fokkersverenigingen - Bijhouden rasstamboeken|
914|Erkenning fokkersverenigingen - bijhouden registers hybride dieren|
915|Zoötechnische erkenning centra voor sperma, eicellen of embryo|
916|Erkenning keuringsinstelling koeltechnische bedrijven en examencentra|
917|Aanmelden nieuw ras van landbouw- of groentegewassen|
918|Erkenning en subsidiëring voorzieningen opvang van kinderen met een handicap|
919|Erkenning en subsidiëring ambulante begeleidingsdiensten gehandicapten|
920|Persoonlijke-assistentiebudget voor personen met een handicap|
921|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|
922|Archief - Aanmelden en vergunnen van een toeristisch logies|
923|Subsidie originele en innoverende stadsprojecten|
924|Tegemoetkoming voor bijzonder cultuuraanbod Podium|
925|Opname in het aanbod Podium|
926|Attest hinder openbare werken|
927|Inkomensgarantie voor ouderen|
928|Kinderbijslag van 18 tot 25 jaar|
929|Gewaarborgd kraamgeld |
930|Gewaarborgde gezinsbijslag|
931|Jaarlijkse bijslag bij het kindergeld (schoolpremie)|
932|Toeslag bij de kinderbijslag voor langdurig werklozen en gepensioneerden|
933|Wezenbijslag|
934|Initio, een voordelige lening voor zelfstandigen en kleine ondernemingen|
935|Toeslag bij de kinderbijslag voor eenoudergezinnen|
936|Toeslag op de kinderbijslag voor kinderen met een handicap|
937|Loopbaanonderbreking in de openbare sector|
938|Steun voor een portfolio van haalbaarheidsstudies voor bedrijven|
939|Vrijstelling schenkingsrechten voor overdracht familiale ondernemingen en vennootschappen|
940|Vermindering erfbelasting voor overdracht familiale ondernemingen en vennootschappen|
941|Verslag voor toegang tot het buitengewoon onderwijs|
942|Belastingvermindering voor verhuurders die renoveren en hun woningen verhuren aan sociaal verhuurkantoor.|
943|Uw handicap laten erkennen en hulp aanvragen bij het VAPH|
944|Young in BXL - subsidie voor Straatburgerschap|
945|Europese gehandicaptenkaart|
946|Subsidie voor het correct afstellen van verwarmingsinstallaties op school|
947|Het Persoonsvolgend budget voor personen met een handicap (PVB)|
948|Tegemoetkoming voor hulpmiddelen voor personen met een handicap|
949|Kinderbijslag tot 18 jaar|
950|Toeslag op de kinderbijslag voor langdurig zieken en arbeidsongeschikten|
951|Werkingssubsidie voor de werking van het Kenniscentrum Vlaamse Steden|
952|Raamcontracten buiten de basis scope van Het Facilitair Bedrijf-raamcontracten|
953|Toegangsbeheer|
954|Digitale handtekening|
955|Gebruikersbeheer|
956|Generiek Informatieplatform Openbaar Domein (GIPOD)|
957|Informatiecatalogus|
958|Interbestuurlijke Product- en Dienstencatalogus (IPDC)|
959|Vlaams Open data Portaal|
960|Begeleiding van ondernemingen bij business case|
961|Vlimpers module Vacaturemarkt|
962|Premie voor diplomagerichte opleidingen in het secundair volwassenenonderwijs|
963|Individuele ontheffing voor verboden activiteiten in het Vlaams Ecologisch Netwerk|
964|Aanvragen en rapporteren afwijking op het soortenbesluit en jachtregelgeving|
965|Indienen jachtplan|
966|Melding bestrijding (canadese gans, damhert, edelhert, grauwe gans, houtduif, kievit, konijn, moeflon, smient, vos, wild zwijn, wilde eend)|
967|Melding bijzondere jacht (canadese gans, damhert, edelhert, grauwe gans, houtduif, kievit, konijn, moeflon, smient, vos, wild zwijn, wilde eend)|
968|Staalname everzwijn|
969|Vergunning voor het wijzigen van vegetarie of van kleine landschapselementen|
970|Verwijderen van een perceel uit een jachtplan|
971|Wildrapport|
972|Certificatie van schepen|
973|Duplicaat van een Verklaring matroos|
974|informatieverstrekking binnenvaart (River Information Services)|
975|Verklaring matroos|
976|Radarpatent|
977|Rijnpatent|
978|verkoop van vaarvignet (pleziervaart)|
979|Beurs voor het doorgeven van vakmanschap in een meester-leerling-traject|
980|attestering Federale wetgeving tax shelter audiovisueel |
981|erkenningsprocedure Mediadecreet erkenningen lokale radio's |
982|Geïntegreerde woonbonus|
983|Advies verlenen en communicatie verspreiden over de Nederlandse taal via de Taaltelefoon|
984|Erkennen van algemene rampen en schadebedragen uitbetalen aan geteisterden (Rampenfonds)|
985|Goedkeuren van jachtplannen en toekennen van jachtverloven en -vergunningen|
986|Subsidie aan Fonds voor Scheepsjongeren|
987|Erkenning als centrum voor voortplantingstechnieken|
988|Erkenning van het bedrijf ikv pluimveehouderij|
989|Erkenning als vereniging of organisatie voor stamboekwerking of vereenvoudigd beheer|
990|Aanvragen van bemonsteringen voor kwaliteitscontrole teeltmateriaal|
991|Directe steun - jonge landbouwer|
992|Directe steun - vergroening|
993|Directe steun- basisbetaling|
994|Financieringsinstrument voor de Vlaamse Visserij- en aquacultuursector: projectsteun|
995|Inschrijving van rassen van landbouw-, groente- en fruitgewassen|
996|Inschrijving van teelten voor productie van zaaizaad en pootgoed|
997|Waarborgen Vlaams Landbouwinvesteringsfonds|
998|VLAREM wegwijzer|
999|Kennisgeving zendantennes radioamateur|
1000|Erkenning voor verenigingen voor projecten met een meerwaarde voor natuur en milieu|
1001|Milieunavigator|
1002|Lage emissiezone: systeem voor handhaving|
1003|Advies of Milieueffectrapportage nodig is|
1004|Advies of ruimtelijk veiligheidrapport nodig is|
1005|Bepaling Sevesostatus|
1006|Conformiteitsattest zendantennes|
1007|Invordering retributies erkenningen|
1008|Ruimtelijk Uitvoeringsplan|
1009|Stiltegebieden|
1010|Columbus (studiekeuzebegeleiding)|
1011|Slachtofferonthaal bij een gerechtelijke procedure|
1012|Vlaams opleidingsverlof|
1013|Onderzoekspremie voor opmaak beheersplan|
1014|Advies voor vergunningsplichtige handelingen|
1015|Metaaldetectievondsten melden|
1016|Archeologisch traject bij vergunningsaanvragen|
1017|Archeologisch traject bij wetenschappelijk onderzoek|
1018|Beheersplan opmaken|
1019|Beschermingsprocedure|
1020|Erfgoedlening|
1021|Toelatingen voor niet-vergunningsplichtige handelingen|
1022|Toevalsvondsten melden|
1023|Vermindering personenbelasting|
1024|Vermindering verkooprecht en schenkbelasting|
1025|Monitoring van tarieven en capaciteiten van stortplaatsen en verbrandingsinstallaties|
1026|Beheren van risicogronden (gemeentelijke inventaris)|
1027|Benchmarking en adviesverlening aan gemeenten qua beleid op vlak van huishoudelijke afvalstoffen|
1028|Berekenen van materiaalprestaties van gebouwen|
1029|In en uitvoer van afvalstoffen (EVOA richtlijn)|
1030|Melding sluiting risico-activiteit|
1031|Ontvangen en verwerken van bodemonderzoek|
1032|Opvolgen en uitvoeren van ambtshalve sanering|
1033|Platform voor bedrijven voor het valoriseren van afvalstoffen|
1034|Registratie voor vooraf goedgekeurde inrichting voor het verwerken van afvalstoffen|
1035|Vrijstelling van onderzoeksplicht|
1036|Vergunnen en subsidiëren van vergunde zorgaanbieders|
1037|Certificatie van gebouwen bij verkoop en nieuwbouw (EPB)|
1038|Energie-audit grote ondernemingen|
1039|Uitvoeren van een energieprestatiecertificaat (EPC) certificatie|
1040|Vrijstelling onroerende voorheffing voor materieel en outillage|
1041|Vrijstelling van de onroerende voorheffing voor nationale domeingoederen|
1042|Vrijstelling van de verkeersbelasting en de BIV voor elektrische voertuigen en voertuigen op aardgas (CNG/LNG)|
1043|Gedeeltelijke vrijstelling van de onroerende voorheffing na renovatie van een verwaarloosde of onbewoonbare woning|
1044|Verlaagd tarief voor beroepskopers|
1045|Verlaagde schenkbelasting voor een gebouw met conformiteitsattest dat verhuurd wordt|
1046|Vrijstelling van de onroerende voorheffing na verbouwen van een handelspand|
1047|Vrijstelling van erfbelasting voor personen met een handicap|
1048|Toelating om in een beschutte werkplaats te werken|
1049|Een arbeidshandicap erkennen|
1050|Begeleiding bij het zoeken van de juiste baan - VDAB|
1051|Beroepsopleiding voor werkzoekenden, werknemers en zelfstandigen|
1052|Sollicitatiecoaching voor werkzoekenden|
1053|Uitvoeren van bedrijfsdoorlichting in het kader van het mestdecreet|
1054|Vergoeding bij realiseren gebruiksruil|
1055|Vergoeding gebiedsgericht project|
1056|Vergoeding natuurinrichting|
1057|Uittreksel akte natuurinrichting|
1058|Uittreksel akte ruilverkaverling|
1059|Aanvraag koopplicht|
1060|Subsidies voor landinrichtingswerken|
1061|Koop, verkoop en ruil van grond via de Vlaamse Grondenbank|
1062|Aanvraag voor vergoeding vrijwillige bedrijfsverplaatsing, bedrijfsreconversie of bedrijfsstopzetting|
1063|Begeleiden en ondersteunen van plattelandsinitiatieven|
1064|Ondersteunen van projecten Omgevingskwaliteit|
1065|Subsidiëren LEADER-samenwerkingsprojecten|
1066|Uitbetalingen compensatie cultuurschade|
1067|Recht van voorkoop in Vlaanderen|
1068|Verstrekken en beheren van schuldsaldoverzekering|
1069|Aanbieden van een financiële planningstool aan woonactoren|
1070|Ontwikkelen en verlenen van vorming aan woonactoren|
1071|Beheren van rekening-courant van Sociale Huisvestingsmaatschappijen|
1072|Doorbetalingsgarantie voor eigenaars van Sociale VerhuurKantoor (SVK)-woningen |
1073|Openbare ruimte aanleggen|
1074|Technische en administratieve ondersteuning bieden van start ontwerp tot oplevering van de bouwwerken|
1075|Financiering voor sociale bouwprojecten|
1076|Verstrekken van leningen aan initiatiefnemers|
1077|Vergunningsbesluit|
1078|Subsidiëring Polders & Wateringen|
1079|Aanvraag of melding van de verbreking van de verzegeling van een watermeter of aanvraag van een (her)verzegeling|
1080|Aanvraag tot vrijstelling van de heffingen op de waterverontreiniging om sociale reden|
1081|Aanvraag van een vrijstelling van de heffing op de waterverontreiniging bij het gebruik van een IBA - Verklaring van de burgemeester|
1082|Aanvraag voorschot subsidieerbare werken: verklaring op erewoord|
1083|Subsidie kleinschalige waterzuiveringsinstallatie|
1084|Activiteiten in het kader van het reglementering inzake de kwaliteit en levering van water bestemd voor menselijke consumptie|
1085|Advies bodemsaneringsdossier|
1086|Advies mbt grondwater|
1087|Advies mbt lozing in de atmosfeer|
1088|Advies mbt lozing van afvalwater|
1089|Advies mbt omgevingsvergunning|
1090|Adviezen - reguleren tarief saneringscomponenten|
1091|Adviezen en behandeling afwijkingsaanvragen mbt pesticidengebruik, onderhouden website Zonderisgezonder, opmaken rapport Duurzaam Pesticidengebruik|
1092|Subsidies riolering|
1093|Erkenning voor boorbedrijven|
1094|Inlichtingen mbt bemonstering van afvalwater|
1095|Heffingsbiljet grondwater en afvalwater|
1096|Jaarlijkse rapportering van de zelfcontrole op private waterbevoorrading voor menselijke consumptie|
1097|Machtiging werken waterlopen|
1098|Melding buitengebruikstelling waterwinning|
1099|Melding ingebruikname eigen waterwinning|
1100|Melding van de bemonstering voor de heffing op de waterverontreiniging|
